"agg_day_period","agg_time_period","month","geography","bounds","xlat","xlon","activity_index_total"
0,4,"2020-07",30223132003213104,"-80.0299072265625, 43.47484730064833, -80.02853393554688, 43.475843857430895",43.47535,-80.02922,0.026841
0,4,"2020-07",30223132003230104,"-80.03952026367188, 43.466874254747935, -80.03814697265625, 43.467870943005735",43.46737,-80.03883,0.031898
0,6,"2020-07",30223132003231320,"-80.02853393554688, 43.46189056694553, -80.02716064453125, 43.462887337374355",43.46239,-80.02785,0.024921
0,9,"2020-07",30223132003213220,"-80.03402709960938, 43.46986427021842, -80.03265380859375, 43.47086090917324",43.47036,-80.03334,0.03147
1,5,"2020-07",30223132003213032,"-80.03128051757812, 43.47385072743125, -80.0299072265625, 43.47484730064833",43.47435,-80.03059,0.036694
1,6,"2020-07",30223132003212208,"-80.04364013671875, 43.471857531693665, -80.04226684570312, 43.47285413777969",43.47236,-80.04295,0.088519
1,6,"2020-07",30223132003202024,"-80.06698608398438, 43.47285413777969, -80.06561279296875, 43.47385072743125",43.47335,-80.0663,0.034197
1,6,"2020-07",30223132001333100,"-79.9859619140625, 43.523659255417236, -79.98458862304688, 43.52465500687186",43.52416,-79.98528,0.104918
1,8,"2020-07",30223132003301212,"-80.00930786132812, 43.479829920215465, -80.0079345703125, 43.48082639482503",43.48033,-80.00862,0.033466
1,9,"2020-07",30223132003113132,"-79.98184204101562, 43.50473685497695, -79.98046875, 43.50573291871012",43.50523,-79.98116,0
1,9,"2020-07",30223132003111212,"-79.98870849609375, 43.51071299084371, -79.98733520507812, 43.51170895596376",43.51121,-79.98802,0
0,10,"2020-07",30223132012003120,"-79.9639892578125, 43.50573291871012, -79.96261596679688, 43.50672896600785",43.50623,-79.9633,0.090117
0,3,"2020-07",30223132012012000,"-79.95849609375, 43.5077249968701, -79.95712280273438, 43.508721011296856",43.50822,-79.95781,0.050647
0,3,"2020-07",30223132012003300,"-79.96261596679688, 43.503740774808364, -79.96124267578125, 43.50473685497695",43.50424,-79.96193,0
0,5,"2020-07",30223132012003032,"-79.96536254882812, 43.50573291871012, -79.9639892578125, 43.50672896600785",43.50623,-79.96468,0.026965
0,5,"2020-07",30223132012011200,"-79.947509765625, 43.51071299084371, -79.94613647460938, 43.51170895596376",43.51121,-79.94682,0
0,6,"2020-07",30223132012012100,"-79.9530029296875, 43.5077249968701, -79.95162963867188, 43.508721011296856",43.50822,-79.95232,0.006366
0,6,"2020-07",30223132012011304,"-79.94064331054688, 43.51071299084371, -79.93927001953125, 43.51170895596376",43.51121,-79.93996,0
0,7,"2020-07",30223132012012320,"-79.9530029296875, 43.5007524356904, -79.95162963867188, 43.50174856516505",43.50125,-79.95232,1.2e-05
0,7,"2020-07",30223132012303332,"-79.91729736328125, 43.468867614829236, -79.91592407226562, 43.46986427021842",43.46937,-79.91661,0.068735
0,8,"2020-07",30223132012001224,"-79.96810913085938, 43.508721011296856, -79.96673583984375, 43.50971700928806",43.50922,-79.96742,0.019581
0,8,"2020-07",30223132012211120,"-79.9420166015625, 43.48082639482503, -79.94064331054688, 43.48182285299989",43.48132,-79.94133,0.014826
0,8,"2020-07",30223132012013300,"-79.94064331054688, 43.503740774808364, -79.93927001953125, 43.50473685497695",43.50424,-79.93996,0.036721
0,9,"2020-07",30223132012003020,"-79.969482421875, 43.50573291871012, -79.96810913085938, 43.50672896600785",43.50623,-79.9688,0.019448
0,9,"2020-07",30223132012003032,"-79.96673583984375, 43.50573291871012, -79.96536254882812, 43.50672896600785",43.50623,-79.96605,0.070324
1,4,"2020-07",30223132012213224,"-79.94613647460938, 43.468867614829236, -79.94476318359375, 43.46986427021842",43.46937,-79.94545,0
1,4,"2020-07",30223132012030100,"-79.95162963867188, 43.49975628978044, -79.95025634765625, 43.5007524356904",43.50025,-79.95094,0.004351
1,4,"2020-07",30223132012330000,"-79.91317749023438, 43.467870943005735, -79.91180419921875, 43.468867614829236",43.46837,-79.91249,0
1,5,"2020-07",30223132012211032,"-79.94338989257812, 43.48082639482503, -79.9420166015625, 43.48182285299989",43.48132,-79.9427,0.077818
